# X	Y0	Y1
1024	0.009848	0.004712666666666667
1536	0.020537666666666666	0.010007666666666666
2048	0.04934233333333333	0.019867333333333334
2560	0.06851533333333333	0.028788333333333332
3072	0.12143633333333333	0.04473666666666667
3584	0.14769133333333334	0.05747533333333333
4096	0.22548666666666664	0.09319733333333334
4608	0.25542633333333337	0.09537466666666666
5120	0.35677866666666663	0.123996
5632	0.39189066666666666	0.14436766666666667
6144	0.5431913333333332	0.180114
6656	0.605096	0.19978766666666667
7168	0.7450136666666668	0.24119766666666664
7680	0.8478456666666667	0.2674863333333333
8192	1.0488536666666668	0.362554
8704	1.1709803333333333	0.34595266666666663
9216	1.3537540000000001	0.4060363333333334
9728	1.4342613333333334	0.4313903333333333
