# X	Y0	Y1
Y2
Y3
96	0.003566	0.00030233333333333333	0.0011866666666666668	0.0011333333333333334
144	0.012116	0.001013	0.003993333333333333	0.0037953333333333333
192	0.029711333333333336	0.002923	0.024624666666666666	0.009635
240	0.058708	0.006483	0.033193	0.018643999999999997
288	0.10205533333333333	0.011303666666666665	0.080855	0.031269333333333336
336	0.16406666666666667	0.01720366666666667	0.12767766666666666	0.04923666666666667
384	0.25233666666666665	0.027149666666666666	0.3543503333333334	0.06918133333333333
432	0.33409533333333336	0.03591366666666667	0.25737400000000005	0.09911066666666668
480	0.463413	0.049522000000000004	0.35458066666666666	0.14153266666666667
528	0.6432503333333334	0.06533733333333334	0.467125	0.17848333333333333
576	0.8660263333333332	0.10764833333333335	0.9195180000000001	0.2484033333333333
624	1.1718153333333332	0.14456266666666664	0.8337823333333333	0.3013763333333333
672	1.4841116666666665	0.20225933333333335	1.3649273333333334	0.44434966666666664
720	1.8693226666666665	0.3171	1.420502	0.4654526666666667
768	2.3974466666666667	0.3738666666666666	3.870471333333333	0.5558626666666666
816	2.764948	0.4915233333333333	2.8024303333333336	0.6798829999999999
864	3.355346666666667	0.5695736666666668	3.3514316666666666	0.8013226666666666
912	3.822779	0.6868650000000001	3.902581	0.944206
960	4.513482	0.804465	6.523809666666668	1.1284406666666666
1008	5.289381666666667	1.0000873333333333	6.736331333333332	1.3473860000000002
1056	5.957278	1.218669	8.625526666666667	1.5529173333333333
