# X	Y0	Y1
Y2
Y3
96	0.0035106666666666667	0.0002883333333333333	0.0011536666666666666	0.0008413333333333334
192	0.02819433333333333	0.0027966666666666665	0.022852	0.006742000000000001
288	0.09649533333333334	0.010490333333333332	0.074179	0.022873
384	0.23140966666666665	0.02460633333333333	0.3450866666666667	0.06309666666666668
480	0.470547	0.04832166666666667	0.366506	0.10924033333333333
576	0.8396286666666667	0.10436166666666667	0.9119740000000002	0.2181833333333333
672	1.4606476666666666	0.20401833333333333	1.2551370000000002	0.35486466666666666
768	2.3114313333333336	0.376191	3.8450919999999997	0.5406136666666667
864	3.3285739999999997	0.5844993333333334	3.2898976666666666	0.7591753333333333
960	4.451525666666666	0.8161296666666665	6.513372333333334	1.1429376666666666
1056	5.9504746666666675	1.0863793333333334	8.480109666666667	1.440671
