# X	Y0	Y1
1	0.034583666666666665	0.018928333333333335
2	0.034384	0.018955
3	0.034353666666666664	0.018894666666666667
4	0.034432333333333336	0.018912
5	0.034348	0.018892333333333334
6	0.03441966666666667	0.019008
7	0.034342333333333336	0.01888233333333333
8	0.034404333333333335	0.018905333333333333
9	0.03441	0.018883999999999998
10	0.034404	0.018931666666666666
11	0.034403333333333334	0.019002
12	0.034477	0.019416
13	0.03440566666666667	0.019392
14	0.034415	0.01995833333333333
15	0.03445366666666667	0.019630666666666668
