# X	Y0	Y1
1024	0.011860333333333334	0.0036839999999999998
1536	0.020404333333333333	0.006773
2048	0.04933666666666667	0.016468
2560	0.06742866666666668	0.024672333333333334
3072	0.12064566666666666	0.036456333333333334
3584	0.14778666666666668	0.05018533333333333
4096	0.27724600000000005	0.07009933333333333
4608	0.2602003333333333	0.07986266666666667
5120	0.35915400000000003	0.10601433333333332
5632	0.40000366666666665	0.120932
6144	0.544536	0.15341333333333332
6656	0.603078	0.18006433333333335
7168	0.7492896666666665	0.21748599999999998
7680	0.8886926666666666	0.23720633333333332
8192	1.0910149999999998	0.291341
8704	1.2020136666666665	0.3095443333333333
9216	1.4497383333333334	0.36801233333333333
9728	1.5529386666666667	0.3846306666666666
